0.0 	 1
1e-06 	 0
2e-06 	 0
3e-06 	 0
4e-06 	 0
4.9999999999999996e-06 	 0
5.999999999999999e-06 	 0
6.999999999999999e-06 	 0
8e-06 	 0
9e-06 	 0
1e-05 	 0
1.1000000000000001e-05 	 0
1.2000000000000002e-05 	 0
1.3000000000000003e-05 	 0
1.4000000000000003e-05 	 0
1.5000000000000004e-05 	 0
1.6000000000000003e-05 	 0
1.7000000000000003e-05 	 0
1.8000000000000004e-05 	 0
1.9000000000000004e-05 	 0
2.0000000000000005e-05 	 0
2.1000000000000006e-05 	 0
2.2000000000000006e-05 	 0
2.3000000000000007e-05 	 0
2.4000000000000007e-05 	 0
2.5000000000000008e-05 	 0
2.600000000000001e-05 	 0
2.700000000000001e-05 	 0
2.800000000000001e-05 	 0
2.900000000000001e-05 	 0
3.000000000000001e-05 	 0
3.300000000000001e-05 	 0
3.600000000000001e-05 	 0
3.9000000000000006e-05 	 0
4.2000000000000004e-05 	 0
4.5e-05 	 0
4.8e-05 	 0
5.1e-05 	 0
5.4e-05 	 0
5.6999999999999996e-05 	 0
5.9999999999999995e-05 	 0
6.3e-05 	 0
6.6e-05 	 0
6.900000000000001e-05 	 0
7.200000000000002e-05 	 0
7.500000000000002e-05 	 0
7.800000000000003e-05 	 0
8.100000000000003e-05 	 0
8.400000000000004e-05 	 0
8.700000000000004e-05 	 0
9.000000000000005e-05 	 0
9.300000000000005e-05 	 0
9.600000000000006e-05 	 0
9.900000000000006e-05 	 0
0.00010200000000000007 	 0
0.00010500000000000007 	 0
0.00010800000000000008 	 0
0.00011100000000000008 	 0
0.00011400000000000009 	 0
0.00011700000000000009 	 0
0.0001200000000000001 	 0
0.0001300000000000001 	 0
0.0001400000000000001 	 0
0.0001500000000000001 	 0
0.0001600000000000001 	 0
0.0001700000000000001 	 0
0.0001800000000000001 	 0
0.0001900000000000001 	 0
0.0002000000000000001 	 0
0.0002100000000000001 	 0
0.0002200000000000001 	 0
0.0002300000000000001 	 0
0.0002400000000000001 	 0
0.0002500000000000001 	 0
0.00026000000000000014 	 0
0.00027000000000000017 	 0
0.0002800000000000002 	 0
0.0002900000000000002 	 0
0.00030000000000000024 	 0
0.00031000000000000027 	 0
0.0003200000000000003 	 0
0.0003300000000000003 	 0
0.00034000000000000035 	 0
0.0003500000000000004 	 0
0.0003600000000000004 	 0
0.00037000000000000043 	 0
0.00038000000000000045 	 0
0.0003900000000000005 	 0
0.0004000000000000005 	 0
0.00041000000000000053 	 0
0.00042000000000000056 	 0
0.0004500000000000006 	 0
0.0004800000000000006 	 0
0.0005100000000000006 	 0
0.0005400000000000005 	 0
0.0005700000000000005 	 0
0.0006000000000000005 	 0
0.0006300000000000005 	 0
0.0006600000000000004 	 0
0.0006900000000000004 	 0
0.0007200000000000004 	 0
0.0007500000000000003 	 0
0.0007800000000000003 	 0
0.0008100000000000003 	 0
0.0008400000000000003 	 0
0.0008700000000000002 	 0
0.0009000000000000002 	 0
0.0009300000000000002 	 0
0.0009600000000000001 	 0
0.0009900000000000002 	 0
0.0010200000000000003 	 0
0.0011200000000000003 	 0
0.0012200000000000004 	 0
0.0013200000000000004 	 0
0.0014200000000000005 	 0
0.0015200000000000005 	 0
0.0016200000000000006 	 0
0.0017200000000000006 	 0
0.0018200000000000007 	 0
0.0019200000000000007 	 0
0.0020200000000000005 	 0
0.0021200000000000004 	 0
0.00222 	 0
0.00232 	 0
0.00242 	 0
0.0025199999999999997 	 0
0.0026199999999999995 	 0
0.0027199999999999993 	 0
0.002819999999999999 	 0
0.002919999999999999 	 0
0.003019999999999999 	 0
